Num threads;Num fila;Num columna;Num elementos;Num iteraciones;Tiempo(ns);Coste;
15;8;7;56;3258;579917739;2573.195;
16;8;7;56;4553;815838792;2596.2249;
17;8;7;56;3043;521388067;2587.4465;
18;8;7;56;3556;610855710;2612.4814;
19;8;7;56;4358;748786081;2570.657;
20;8;7;56;5282;910294497;2576.4895;
21;8;7;56;4356;749179727;2581.2068;
22;8;7;56;4165;715713615;2586.1619;
1;8;8;64;8642;14051437138;3696.5974;
2;8;8;64;6505;6459874046;3717.3074;
3;8;8;64;5641;4243494989;3705.1157;
4;8;8;64;6200;3658553992;3697.4917;
5;8;8;64;7478;3510254393;3709.95;
6;8;8;64;6455;2598803867;3695.109;
7;8;8;64;7440;2901535581;3702.131;
8;8;8;64;5974;2021388846;3705.787;
9;8;8;64;6615;1962158769;3702.3618;
10;8;8;64;7567;2161618088;3695.8833;
11;8;8;64;7110;1987888943;3713.9556;
12;8;8;64;8051;2217550347;3707.323;
13;8;8;64;8172;2151391434;3692.5723;
14;8;8;64;7382;2096968625;3713.6992;
15;8;8;64;6588;1754125266;3708.1514;
16;8;8;64;6201;1622162485;3700.996;
17;8;8;64;7655;1867240063;3695.9727;
18;8;8;64;7374;1803229591;3685.7412;
19;8;8;64;7330;1769232937;3711.3875;
20;8;8;64;7485;1800692604;3703.5898;
21;8;8;64;6823;1651098401;3685.392;
22;8;8;64;7637;1818835644;3692.0525;
